DR_LEX	cz-en	newssyscombtest2011	bbn-combo	0.548688826138218
DR_LEX	cz-en	newssyscombtest2011	cmu-heafield-combo-contrastive	0.538133134092728
DR_LEX	cz-en	newssyscombtest2011	cmu-heafield-combo	0.541420187161471
DR_LEX	cz-en	newssyscombtest2011	cst-contrastive	0.470936148929581
DR_LEX	cz-en	newssyscombtest2011	cst	0.465994029725618
DR_LEX	cz-en	newssyscombtest2011	cu-bojar-contrastive	0.504918441870787
DR_LEX	cz-en	newssyscombtest2011	cu-bojar	0.502540115855209
DR_LEX	cz-en	newssyscombtest2011	cu-zeman	0.486145544647915
DR_LEX	cz-en	newssyscombtest2011	jhu-combo-contrastive	0.544615751636248
DR_LEX	cz-en	newssyscombtest2011	jhu-combo	0.541409565854104
DR_LEX	cz-en	newssyscombtest2011	jhu-contrastive	0.502457981738246
DR_LEX	cz-en	newssyscombtest2011	jhu	0.505563525295091
DR_LEX	cz-en	newssyscombtest2011	online-B	0.541819477647863
DR_LEX	cz-en	newssyscombtest2011	systran	0.491234037353235
DR_LEX	cz-en	newssyscombtest2011	udein	0.519525789992194
DR_LEX	cz-en	newssyscombtest2011	uppsala-contrastive	0.491544534935976
DR_LEX	cz-en	newssyscombtest2011	uppsala	0.490779662981548
DR_LEX	cz-en	newssyscombtest2011	upv-prhlt-combo	0.539218481628856
DR_LEX	de-en	newssyscombtest2011	bbn-combo	0.52130293678054
DR_LEX	de-en	newssyscombtest2011	cmu-dyer	0.495226550422943
DR_LEX	de-en	newssyscombtest2011	cmu-heafield-combo-contrastive	0.514762312236938
DR_LEX	de-en	newssyscombtest2011	cmu-heafield-combo	0.51314930262417
DR_LEX	de-en	newssyscombtest2011	cst-contrastive	0.465657063093523
DR_LEX	de-en	newssyscombtest2011	cst	0.464348508719595
DR_LEX	de-en	newssyscombtest2011	cu-zeman	0.478176946366019
DR_LEX	de-en	newssyscombtest2011	dfki-xu-contrastive	0.486991742366342
DR_LEX	de-en	newssyscombtest2011	dfki-xu	0.493192134189709
DR_LEX	de-en	newssyscombtest2011	jhu-combo-contrastive	0.512861256907365
DR_LEX	de-en	newssyscombtest2011	jhu-combo	0.514329484633223
DR_LEX	de-en	newssyscombtest2011	jhu-contrastive	0.480261859174168
DR_LEX	de-en	newssyscombtest2011	jhu	0.481417912174297
DR_LEX	de-en	newssyscombtest2011	kit	0.501357417166355
DR_LEX	de-en	newssyscombtest2011	koc-combo	0.496891588138292
DR_LEX	de-en	newssyscombtest2011	koc-contrastive	0.48176967710741
DR_LEX	de-en	newssyscombtest2011	koc	0.483338097621557
DR_LEX	de-en	newssyscombtest2011	limsi-contrastive	0.485790410475342
DR_LEX	de-en	newssyscombtest2011	limsi	0.487918812624827
DR_LEX	de-en	newssyscombtest2011	linguatec	0.489631312194284
DR_LEX	de-en	newssyscombtest2011	liu	0.495222447542604
DR_LEX	de-en	newssyscombtest2011	online-A	0.512487921699314
DR_LEX	de-en	newssyscombtest2011	online-B	0.51365145005777
DR_LEX	de-en	newssyscombtest2011	quaero-combo	0.494498034279682
DR_LEX	de-en	newssyscombtest2011	rbmt-1	0.487702267891719
DR_LEX	de-en	newssyscombtest2011	rbmt-2	0.477001740142316
DR_LEX	de-en	newssyscombtest2011	rbmt-3	0.489647380532467
DR_LEX	de-en	newssyscombtest2011	rbmt-4	0.485583696591386
DR_LEX	de-en	newssyscombtest2011	rbmt-5	0.478261782680882
DR_LEX	de-en	newssyscombtest2011	rwth-freitag-contrastive	0.490366688990472
DR_LEX	de-en	newssyscombtest2011	rwth-leusch-combo	0.509952473126777
DR_LEX	de-en	newssyscombtest2011	rwth-wuebker	0.498238475967526
DR_LEX	de-en	newssyscombtest2011	udein	0.493574612973942
DR_LEX	de-en	newssyscombtest2011	uppsala	0.483963475781607
DR_LEX	de-en	newssyscombtest2011	upv-prhlt-combo	0.508709242279685
DR_LEX	de-en	newssyscombtest2011	uzh-combo	0.513547429182869
DR_LEX	es-en	newssyscombtest2011	alacant	0.529163520918533
DR_LEX	es-en	newssyscombtest2011	bbn-combo	0.559693266563541
DR_LEX	es-en	newssyscombtest2011	cmu-heafield-combo-contrastive	0.550064229401353
DR_LEX	es-en	newssyscombtest2011	cmu-heafield-combo	0.550415009711699
DR_LEX	es-en	newssyscombtest2011	cu-zeman	0.487020356279988
DR_LEX	es-en	newssyscombtest2011	hyderabad	0.48376653366165
DR_LEX	es-en	newssyscombtest2011	jhu-combo-contrastive	0.555462593518791
DR_LEX	es-en	newssyscombtest2011	jhu-combo	0.549056833571688
DR_LEX	es-en	newssyscombtest2011	koc-combo	0.546552642645922
DR_LEX	es-en	newssyscombtest2011	koc-contrastive	0.52996085018678
DR_LEX	es-en	newssyscombtest2011	koc	0.535219759959731
DR_LEX	es-en	newssyscombtest2011	online-A	0.549931334899008
DR_LEX	es-en	newssyscombtest2011	online-B	0.544304196755237
DR_LEX	es-en	newssyscombtest2011	rbmt-1	0.529385242398358
DR_LEX	es-en	newssyscombtest2011	rbmt-2	0.515947224121024
DR_LEX	es-en	newssyscombtest2011	rbmt-3	0.527197002340362
DR_LEX	es-en	newssyscombtest2011	rbmt-4	0.527821389824992
DR_LEX	es-en	newssyscombtest2011	rbmt-5	0.52473988195173
DR_LEX	es-en	newssyscombtest2011	rwth-leusch-combo-contrastive	0.552620459746281
DR_LEX	es-en	newssyscombtest2011	rwth-leusch-combo	0.556931544454549
DR_LEX	es-en	newssyscombtest2011	systran	0.527994882440484
DR_LEX	es-en	newssyscombtest2011	udein	0.50970374264547
DR_LEX	es-en	newssyscombtest2011	ufal-um	0.511008517607933
DR_LEX	es-en	newssyscombtest2011	upm	0.51012827382326
DR_LEX	es-en	newssyscombtest2011	upv-prhlt-combo	0.554219328936087
DR_LEX	fr-en	newssyscombtest2011	bbn-combo	0.559462220699926
DR_LEX	fr-en	newssyscombtest2011	cmu-denkowski-contrastive	0.538148653068336
DR_LEX	fr-en	newssyscombtest2011	cmu-denkowski	0.540760960556068
DR_LEX	fr-en	newssyscombtest2011	cmu-hanneman-contrastive	0.525282897447391
